"ID","Start_time","Completion_time","StudentID","Last_modified_time","SectionID","Tree_species","Accession_Acer_rubrum","Accession_Acer_saccharinum","Accession_Acer_saccharum","Accession_Cercis_canadensis","Accession_Cornus_florida","Accession_Fagus_grandifolia","Accession_Fagus_sylvatica","Accession_Gymnocladus_dioicius","Accession_Liriodendron_tulipifera","Accession_Metasequoia_glyptostroboides","Accession_Ostrya_virginiana","Accession_Pinus_strobus","Accession_Platanus_occidentalis","Accession_Quercus_alba","Accession_Quercus_macrocarpa","Accession_Quercus_rubra","Accession_Ulmus_americana","Percent_color","Percent_fallen","Photo_date","Comments"
1,2025-10-04 20:01:41,2025-10-04 20:04:17,33908636,,"2025-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"20000146*03",,,,,,,,"68","70",2025-10-02,
2,2025-10-04 20:04:25,2025-10-04 20:06:13,33908636,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20110263*01",,,,,,,"8","16",2025-10-02,
3,2025-10-05 13:09:26,2025-10-05 13:10:28,64387093,,"2025-02","Acer saccharinum (silver maple)",,"CC6369*01",,,,,,,,,,,,,,,,"30","30",2025-10-05,
4,2025-10-05 13:10:31,2025-10-05 13:11:31,64387093,,"2025-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20230040*01",,,,,,,,,"15","20",2025-10-05,
5,2025-10-05 13:34:20,2025-10-05 13:36:45,37106871,,"2025-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20150640*06",,,,,,,,,"10","60",2025-09-30,
6,2025-10-05 13:36:53,2025-10-05 13:37:44,37106871,,"2025-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"CC0901*01",,,,,,,,,"5","30",2025-09-30,
7,2025-10-06 07:47:47,2025-10-06 07:49:02,81161368,,"2025-01","Cercis canadensis (eastern redbud)",,,,"CC1407*01",,,,,,,,,,,,,,"35","20",2025-10-06,
8,2025-10-06 07:49:06,2025-10-06 07:50:02,81161368,,"2025-01","Cornus florida (eastern flowering dogwood)",,,,,"CC1402*01",,,,,,,,,,,,,"15","20",2025-10-06,
9,2025-10-06 08:43:35,2025-10-06 08:45:49,35495623,,"2025-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"98N048*07",,,,,,,,,"100","97",2025-10-06,
10,2025-10-06 08:45:52,2025-10-06 08:46:48,35495623,,"2025-01","Quercus alba (white oak)",,,,,,,,,,,,,,"CC1059*01",,,,"3","10",2025-10-06,
11,2025-10-06 12:01:40,2025-10-06 12:02:23,56772095,,"2025-01","Cercis canadensis (eastern redbud)",,,,"90P133*01",,,,,,,,,,,,,,"5","1",2025-10-06,
12,2025-10-06 12:02:26,2025-10-06 12:03:17,56772095,,"2025-01","Cercis canadensis (eastern redbud)",,,,"20000678*02",,,,,,,,,,,,,,"2","0",2025-10-06,
13,2025-10-06 13:26:36,2025-10-06 13:36:07,46856884,,"2025-03","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC1666*01",,,,,"15","25",2025-10-06,
14,2025-10-06 13:36:11,2025-10-06 13:40:42,46856884,,"2025-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"CC9244*01",,,,,,,"37","16",2025-10-06,
15,2025-10-06 14:27:45,2025-10-06 14:29:59,63924234,,"2025-02","Acer saccharinum (silver maple)",,"CC1729*01",,,,,,,,,,,,,,,,"2","1.5",2025-10-05,
16,2025-10-06 14:30:01,2025-10-06 14:30:54,63924234,,"2025-02","Acer saccharum (sugar maple)",,,"CC6527*01",,,,,,,,,,,,,,,"6","2",2025-10-05,
17,2025-10-06 15:01:59,2025-10-06 15:04:06,60933966,,"2025-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC4600*01",,,,"18","10",2025-10-06,
18,2025-10-06 15:04:24,2025-10-06 15:05:46,60933966,,"2025-03","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"20090665*02",,"35","20",2025-10-06,
19,2025-10-06 15:24:36,2025-10-06 16:18:33,49352588,,"2025-03","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC4983*01",,,,,"5","10",2025-10-06,
20,2025-10-06 16:18:36,2025-10-06 16:19:31,49352588,,"2025-03","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC4983*02",,,,,"5","10",2025-10-06,
21,2025-10-06 16:11:12,2025-10-06 16:20:48,19603546,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*03",,,,,,,"80","70",2025-10-06,
22,2025-10-06 16:22:10,2025-10-06 16:25:15,19603546,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*02",,,,,,,"10","35",2025-10-06,
23,2025-10-06 16:35:06,2025-10-06 16:38:14,63401740,,"2025-03","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*02",,,,,,,,,,,,,"100","45",2025-10-06,
24,2025-10-06 16:38:17,2025-10-06 16:39:06,63401740,,"2025-03","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20090398*07",,,,,,,,,"10","20",2025-10-06,
25,2025-10-06 17:54:57,2025-10-06 17:56:44,82176990,,"2025-02","Fagus grandifolia (American beech)",,,,,,"CC1623*01",,,,,,,,,,,,"0","0",2025-10-06,
26,2025-10-06 17:56:53,2025-10-06 17:58:05,82176990,,"2025-02","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC5971*01",,,,,"5","0",2025-10-06,
27,2025-10-06 17:14:09,2025-10-06 18:04:32,64714648,,"2025-02","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC1666*01",,,,,"10","5",2025-10-06,
28,2025-10-06 18:04:36,2025-10-06 18:09:26,64714648,,"2025-02","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC9222*01",,,,,"3","4",2025-10-06,
29,2025-10-06 18:29:24,2025-10-06 18:32:17,99945027,,"2025-02","Acer saccharinum (silver maple)",,"CC1061*01",,,,,,,,,,,,,,,,"25","15",2025-10-06,
30,2025-10-06 18:33:46,2025-10-06 18:36:13,99945027,,"2025-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC1024*01",,,,,,,,"0","0",2025-10-06,
31,2025-10-06 20:50:46,2025-10-06 20:57:14,46747373,,"2025-04","Acer rubrum (red maple)","CC8185*03",,,,,,,,,,,,,,,,,"25","15",2025-10-06,
32,2025-10-06 20:57:22,2025-10-06 20:59:36,46747373,,"2025-04","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"20090214*02",,,"10","0",2025-10-06,
33,2025-10-06 21:10:31,2025-10-06 21:11:43,59829100,,"2025-03","Acer saccharinum (silver maple)",,"CC4532*01",,,,,,,,,,,,,,,,"20","5",2025-10-06,
34,2025-10-06 21:11:47,2025-10-06 21:12:24,59829100,,"2025-03","Acer saccharinum (silver maple)",,"CC4536*01",,,,,,,,,,,,,,,,"40","5",2025-10-06,
35,2025-10-06 21:54:38,2025-10-06 22:46:10,90499579,,"2025-04","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC8345*01",,,"30","1",2025-10-06,
36,2025-10-07 01:06:30,2025-10-07 01:08:43,21647651,,"2025-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4656*01","30","20",2025-10-02,"Took this pic/data on 10/2 forgot to fill out the form. I emailed Garret about it. thank you"
37,2025-10-07 01:08:49,2025-10-07 01:10:09,21647651,,"2025-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4653*01","15","10",2025-10-02,"Took this pic/data on 10/2 but forgot to fill out the form. I emailed Garret about it. Thank you"
38,2025-10-07 09:52:37,2025-10-07 09:55:34,66872137,,"2025-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC4185*01",,,,,,,,"0","10",2025-10-07,
39,2025-10-07 09:55:38,2025-10-07 09:56:56,66872137,,"2025-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC3963*01",,,,,,,,"0","15",2025-10-07,
40,2025-10-07 10:38:13,2025-10-07 10:39:21,49419078,,"2025-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC0253*01",,,,"1","10",2025-10-05,
41,2025-10-07 10:39:24,2025-10-07 10:40:30,49419078,,"2025-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC0239*01",,,,"3","10",2025-10-05,
42,2025-10-07 12:42:08,2025-10-07 12:44:40,20130885,,"2025-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*06",,,,,,,"93","45",2025-10-06,
43,2025-10-07 12:53:31,2025-10-07 12:54:33,20130885,,"2025-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*04",,,,,,,"25","20",2025-10-06,
44,2025-10-07 13:12:54,2025-10-07 13:13:57,15795348,,"2025-01","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC7326*01",,,"35","20",2025-10-07,
45,2025-10-07 13:14:00,2025-10-07 13:14:42,15795348,,"2025-01","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"CC7306*01",,"16","8",2025-10-07,
46,2025-10-07 14:12:29,2025-10-07 14:14:22,66875562,,"2025-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC4955*03",,,,"6","4",2025-10-01,
47,2025-10-07 14:14:26,2025-10-07 14:15:03,66875562,,"2025-03","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"CC4944*01",,"3","0",2025-10-01,
48,2025-10-07 14:45:33,2025-10-07 14:47:05,80889156,,"2025-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC0314*01",,,,"35","15",2025-10-07,
49,2025-10-07 14:47:12,2025-10-07 14:48:25,80889156,,"2025-03","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"98P021*03",,"9","5",2025-10-07,
50,2025-10-07 14:52:43,2025-10-07 14:53:31,97402918,,"2025-03","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC4980*01",,,"2","0",2025-10-06,
51,2025-10-07 14:53:46,2025-10-07 14:54:31,97402918,,"2025-03","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"20090327*02",,"0","0",2025-10-06,
52,2025-10-07 15:18:33,2025-10-07 15:19:42,88114555,,"2025-03","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*01",,,,,,,,,,,,,"15","5",2025-10-07,
53,2025-10-07 15:19:50,2025-10-07 15:21:05,88114555,,"2025-03","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*02",,,,,,,,,,,,,"90","55",2025-10-07,
54,2025-10-07 15:38:13,2025-10-07 15:43:34,22614213,,"2025-01","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC4912*01",,,"0","10",2025-10-07,
