"ID","Start_time","Completion_time","StudentID","Last_modified_time","SectionID","Tree_species","Accession_Acer_rubrum","Accession_Acer_saccharinum","Accession_Acer_saccharum","Accession_Cercis_canadensis","Accession_Cornus_florida","Accession_Fagus_grandifolia","Accession_Fagus_sylvatica","Accession_Gymnocladus_dioicius","Accession_Liriodendron_tulipifera","Accession_Metasequoia_glyptostroboides","Accession_Ostrya_virginiana","Accession_Pinus_strobus","Accession_Platanus_occidentalis","Accession_Quercus_alba","Accession_Quercus_macrocarpa","Accession_Quercus_rubra","Accession_Ulmus_americana","Percent_color","Percent_fallen","Photo_date","Comments"
765,2025-10-20 11:28:46,2025-10-20 11:30:16,99851566,,"2025-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC5425*06","15","35",2025-10-15,
768,2025-10-20 11:30:43,2025-10-20 11:32:05,99851566,,"2025-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC5425*07","17","38",2025-10-15,
143,2025-10-15 14:39:14,2025-10-15 14:40:30,99005692,,"2025-02","Cornus florida (eastern flowering dogwood)",,,,,"CC1720*01",,,,,,,,,,,,,"85","5",2025-10-15,
144,2025-10-15 14:40:46,2025-10-15 14:42:47,99005692,,"2025-02","Cornus florida (eastern flowering dogwood)",,,,,"CC1741*01",,,,,,,,,,,,,"25","15",2025-10-15,
637,2025-10-18 23:35:25,2025-10-18 23:37:10,19584394,,"2025-03","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"CC4944*01",,"40","30",2025-10-16,"leaves fell and color changed"
638,2025-10-18 23:37:18,2025-10-18 23:38:38,19584394,,"2025-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC4955*03",,,,"35","30",2025-10-16,"leaves fell and a little color change"
466,2025-10-17 19:13:54,2025-10-17 19:16:06,73896453,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*01",,,,,,,"0","10",2025-10-17,
470,2025-10-17 19:16:10,2025-10-17 19:17:36,73896453,,"2025-02","Pinus strobus (eastern white pine)",,,,,,,,,,,,"98P136*01",,,,,,"10","10",2025-10-17,
475,2025-10-17 17:59:26,2025-10-17 20:02:03,29653307,,"2025-02","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"CC6927*01",,,,,,,,,,"40","15",2025-10-17,
477,2025-10-17 20:02:10,2025-10-17 20:05:49,29653307,,"2025-02","Acer saccharinum (silver maple)",,"CC1061*01",,,,,,,,,,,,,,,,"10","4",2025-10-15,
270,2025-10-16 14:40:46,2025-10-16 14:41:33,29781563,,"2025-02","Fagus grandifolia (American beech)",,,,,,"CC0169*01",,,,,,,,,,,,"10","10",2025-10-16,
274,2025-10-16 14:41:51,2025-10-16 14:42:35,29781563,,"2025-02","Fagus grandifolia (American beech)",,,,,,"CC0242*01",,,,,,,,,,,,"5","5",2025-10-16,
546,2025-10-18 13:32:02,2025-10-18 13:32:59,25334663,,"2025-01","Acer rubrum (red maple)","CC6281*01",,,,,,,,,,,,,,,,,"60","20",2025-10-13,
547,2025-10-18 13:33:05,2025-10-18 13:34:10,25334663,,"2025-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6405*01","50","10",2025-10-18,
288,2025-10-16 15:01:51,2025-10-16 15:03:00,68059332,,"2025-05","Acer saccharum (sugar maple)",,,"CC6395*01",,,,,,,,,,,,,,,"20","5",2025-10-16,
289,2025-10-16 15:03:03,2025-10-16 15:03:58,68059332,,"2025-05","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6249*01","10","2",2025-10-16,
195,2025-10-16 09:16:20,2025-10-16 09:18:25,77648711,,"2025-01","Cornus florida (eastern flowering dogwood)",,,,,"CC6272*01",,,,,,,,,,,,,"100","98",2025-10-16,
197,2025-10-16 09:18:30,2025-10-16 09:20:22,77648711,,"2025-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6270*01","55","65",2025-10-16,
202,2025-10-16 09:33:14,2025-10-16 09:34:50,88114555,,"2025-03","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*01",,,,,,,,,,,,,"85","5",2025-10-15,
203,2025-10-16 09:34:57,2025-10-16 09:35:50,88114555,,"2025-03","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*02",,,,,,,,,,,,,"100","40",2025-10-15,
306,2025-10-16 17:17:03,2025-10-16 17:18:13,84649744,,"2025-04","Acer rubrum (red maple)","20100046*08",,,,,,,,,,,,,,,,,"80","35",2025-10-16,
308,2025-10-16 17:18:29,2025-10-16 17:19:42,84649744,,"2025-04","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"CC9244*01",,,,,,,"25","25",2025-10-15,
