"ID","Start_time","Completion_time","StudentID","Last_modified_time","SectionID","Tree_species","Accession_Acer_rubrum","Accession_Acer_saccharinum","Accession_Acer_saccharum","Accession_Cercis_canadensis","Accession_Cornus_florida","Accession_Fagus_grandifolia","Accession_Fagus_sylvatica","Accession_Gymnocladus_dioicius","Accession_Liriodendron_tulipifera","Accession_Metasequoia_glyptostroboides","Accession_Ostrya_virginiana","Accession_Pinus_strobus","Accession_Platanus_occidentalis","Accession_Quercus_alba","Accession_Quercus_macrocarpa","Accession_Quercus_rubra","Accession_Ulmus_americana","Percent_color","Percent_fallen","Photo_date","Comments"
1,2025-08-27 14:17:57,2025-08-27 14:27:30,13153435,,"2025-01","Cercis canadensis (eastern redbud)",,,,"CC1628*01",,,,,,,,,,,,,,"0","0",2025-08-27,"N/A"
2,2025-08-27 14:27:34,2025-08-27 14:31:06,13153435,,"2025-01","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC6645*01",,,,,"0","2",2025-08-27,"N/A"
3,2025-08-27 15:10:21,2025-08-27 15:11:30,31518054,,"2025-01","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*01",,,,,,,,,,,,,"3","5",2025-08-27,
4,2025-08-27 15:11:38,2025-08-27 15:13:02,31518054,,"2025-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20090398*07",,,,,,,,,"5","20",2025-08-27,
5,2025-08-27 15:39:12,2025-08-27 15:42:43,40275363,,"2025-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20230040*01",,,,,,,,,"5","5",2025-08-27,
6,2025-08-27 15:47:17,2025-08-27 15:48:47,17579251,,"2025-01","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"89P063*02",,"1","0",2025-08-27,"N/A"
7,2025-08-27 15:46:36,2025-08-27 15:49:34,40275363,,"2025-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6546*02","2","2",2025-08-27,
8,2025-08-27 15:48:51,2025-08-27 15:51:32,17579251,,"2025-01","Fagus grandifolia (American beech)",,,,,,"CC1623*01",,,,,,,,,,,,"0","0",2025-08-27,"N/A"
9,2025-08-27 16:54:41,2025-08-27 16:58:23,82326836,,"2025-01","Acer saccharum (sugar maple)",,,"CC6527*01",,,,,,,,,,,,,,,"0","0",2025-08-27,
10,2025-08-27 16:58:28,2025-08-27 16:59:13,82326836,,"2025-01","Cercis canadensis (eastern redbud)",,,,"CC1407*01",,,,,,,,,,,,,,"0","0",2025-08-27,
11,2025-08-27 12:56:19,2025-08-27 19:18:37,34829206,,"2025-01","Cercis canadensis (eastern redbud)",,,,"98P065*04",,,,,,,,,,,,,,"0","0",2025-08-27,
12,2025-08-27 19:19:25,2025-08-27 19:20:38,34829206,,"2025-01","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"20040568*05",,,,,,,,,,"0","0",2025-08-27,
13,2025-08-27 19:55:37,2025-08-27 19:57:22,41715061,,"2025-01","Pinus strobus (eastern white pine)",,,,,,,,,,,,"CC5067*02",,,,,,"0","0",2025-08-27,
14,2025-08-27 20:43:49,2025-08-27 20:59:09,20648331,,"2025-01","Acer rubrum (red maple)","CC6250*01",,,,,,,,,,,,,,,,,"0","0",2025-08-27,"Tree is located right on sidewalk on Grand River so its hard to step back enough to get a full pic of the leaves and remain on sidewalk and not in the road. Next week and following weeks I will try to go across the street to get a better more consistent photo"
