"ID","Start_time","Completion_time","StudentID","Last_modified_time","SectionID","Tree_species","Accession_Acer_rubrum","Accession_Acer_saccharinum","Accession_Acer_saccharum","Accession_Cercis_canadensis","Accession_Cornus_florida","Accession_Fagus_grandifolia","Accession_Fagus_sylvatica","Accession_Gymnocladus_dioicius","Accession_Liriodendron_tulipifera","Accession_Metasequoia_glyptostroboides","Accession_Ostrya_virginiana","Accession_Pinus_strobus","Accession_Platanus_occidentalis","Accession_Quercus_alba","Accession_Quercus_macrocarpa","Accession_Quercus_rubra","Accession_Ulmus_americana","Percent_color","Percent_fallen","Photo_date","Comments"
1,2025-09-07 20:49:02,2025-09-07 21:09:39,63924234,,"2025-02","Acer saccharinum (silver maple)",,"CC1729*01",,,,,,,,,,,,,,,,"0","0",2025-09-07,
2,2025-09-07 21:09:42,2025-09-07 21:10:25,63924234,,"2025-02","Acer saccharum (sugar maple)",,,"CC6527*01",,,,,,,,,,,,,,,"0","0",2025-09-07,
3,2025-09-07 18:44:06,2025-09-07 21:30:05,13928100,,"2025-02","Cercis canadensis (eastern redbud)",,,,"CC3530*01",,,,,,,,,,,,,,"0","0",2025-09-03,
4,2025-09-07 21:31:58,2025-09-07 21:35:27,13928100,,"2025-02","Cornus florida (eastern flowering dogwood)",,,,,"CC0959*01",,,,,,,,,,,,,"0","0",2025-09-03,
5,2025-09-07 23:36:14,2025-09-07 23:47:32,31971700,,"2025-02","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"20040568*01",,,,,,,,,,"0","0",2025-09-07,
6,2025-09-07 23:47:37,2025-09-07 23:49:56,31971700,,"2025-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20090398*06",,,,,,,,,"15","0",2025-09-07,
7,2025-09-07 23:54:29,2025-09-07 23:56:44,21647651,,"2025-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4653*01","5","0",2025-09-07,
8,2025-09-07 23:59:57,2025-09-08 00:00:42,21647651,,"2025-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4656*01","0","0",2025-09-07,
9,2025-09-08 11:22:29,2025-09-08 11:25:00,56772095,,"2025-01","Cercis canadensis (eastern redbud)",,,,"20000678*02",,,,,,,,,,,,,,"2","0",2025-09-08,
10,2025-09-08 11:25:03,2025-09-08 11:26:27,56772095,,"2025-01","Cercis canadensis (eastern redbud)",,,,"90P133*01",,,,,,,,,,,,,,"8","0",2025-09-08,
11,2025-09-08 14:26:47,2025-09-08 14:31:09,42224119,,"2025-01","Quercus alba (white oak)",,,,,,,,,,,,,,"CC6631*01",,,,"0","1",2025-09-08,"Tag is ripped off"
12,2025-09-08 14:31:13,2025-09-08 14:32:55,42224119,,"2025-01","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"NN0276*01",,,,,,,,,,"0","0",2025-09-08,
13,2025-09-08 16:52:21,2025-09-08 16:56:23,36093501,,"2025-02","Cercis canadensis (eastern redbud)",,,,"20030863*02",,,,,,,,,,,,,,"0","0",2025-09-08,"n/a"
14,2025-09-08 16:56:42,2025-09-08 16:58:56,36093501,,"2025-02","Cercis canadensis (eastern redbud)",,,,"CC2203*01",,,,,,,,,,,,,,"0","0",2025-09-08,"n/a"
15,2025-09-08 17:38:46,2025-09-08 17:40:45,57606803,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*06",,,,,,,"5","4",2025-09-08,
16,2025-09-08 17:40:48,2025-09-08 17:41:17,57606803,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*04",,,,,,,"5","5",2025-09-08,
17,2025-09-08 20:48:20,2025-09-08 20:53:38,99945027,,"2025-02","Acer saccharinum (silver maple)",,"CC1061*01",,,,,,,,,,,,,,,,"1","0",2025-09-08,
18,2025-09-08 20:53:41,2025-09-08 20:56:33,99945027,,"2025-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC1024*01",,,,,,,,"0","0",2025-09-08,
19,2025-09-09 08:17:19,2025-09-09 08:20:53,35495623,,"2025-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"98N048*07",,,,,,,,,"95","86",2025-09-09,
20,2025-09-09 08:22:08,2025-09-09 08:24:24,35495623,,"2025-01","Quercus alba (white oak)",,,,,,,,,,,,,,"CC1059*01",,,,"0","0",2025-09-09,
21,2025-09-09 09:30:45,2025-09-09 09:32:18,66872137,,"2025-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC3963*01",,,,,,,,"0","0",2025-09-09,
22,2025-09-09 09:32:22,2025-09-09 09:33:15,66872137,,"2025-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC4185*01",,,,,,,,"0","0",2025-09-09,
23,2025-09-09 12:53:19,2025-09-09 13:01:05,15891331,,"2025-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*03",,,,,,,"40","5",2025-09-08,
24,2025-09-09 13:01:21,2025-09-09 13:02:25,15891331,,"2025-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*04",,,,,,,"5","0",2025-09-08,
25,2025-09-09 13:30:19,2025-09-09 13:31:25,15795348,,"2025-01","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC7326*01",,,"10","5",2025-09-09,
26,2025-09-09 13:31:43,2025-09-09 13:32:49,15795348,,"2025-01","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"CC7306*01",,"4","9",2025-09-09,
27,2025-09-09 13:53:30,2025-09-09 13:54:05,97795332,,"2025-01","Cercis canadensis (eastern redbud)",,,,"20030863*02",,,,,,,,,,,,,,"0","0",2025-09-09,
28,2025-09-09 13:54:08,2025-09-09 13:54:42,97795332,,"2025-01","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"20040568*01",,,,,,,,,,"0","0",2025-09-09,
29,2025-09-09 14:36:45,2025-09-09 14:37:46,21731826,,"2025-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*06",,,,,,,"30","10",2025-09-08,
30,2025-09-09 14:37:49,2025-09-09 14:38:41,21731826,,"2025-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*07",,,,,,,"50","25",2025-09-08,
31,2025-09-09 14:45:25,2025-09-09 14:45:55,94342397,,"2025-03","Cornus florida (eastern flowering dogwood)",,,,,"CC1402*01",,,,,,,,,,,,,"0","0",2025-09-08,
32,2025-09-09 14:45:59,2025-09-09 14:47:08,94342397,,"2025-03","Acer saccharum (sugar maple)",,,"CC6527*01",,,,,,,,,,,,,,,"0","0",2025-09-08,
33,2025-09-09 15:18:19,2025-09-09 15:20:02,97402918,,"2025-03","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC4980*01",,,"0","0",2025-09-08,
34,2025-09-09 15:20:23,2025-09-09 15:21:47,97402918,,"2025-03","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"20090327*02",,"0","0",2025-09-08,
35,2025-09-09 15:26:48,2025-09-09 15:29:03,43534476,,"2025-02","Acer saccharum (sugar maple)",,,"CC6527*01",,,,,,,,,,,,,,,"0","0",2025-09-09,
36,2025-09-09 15:29:38,2025-09-09 15:30:32,43534476,,"2025-02","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"94N379*07",,"0","0",2025-09-09,
37,2025-09-09 16:15:09,2025-09-09 16:15:55,37886702,,"2025-02","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"20040568*05",,,,,,,,,,"3","0",2025-09-09,
38,2025-09-09 16:16:09,2025-09-09 16:17:02,37886702,,"2025-02","Cercis canadensis (eastern redbud)",,,,"98P065*04",,,,,,,,,,,,,,"1","0",2025-09-09,
39,2025-09-09 16:30:50,2025-09-09 16:31:38,66682168,,"2025-03","Acer saccharum (sugar maple)",,,"CC6395*01",,,,,,,,,,,,,,,"3","0",2025-09-08,
40,2025-09-09 16:31:42,2025-09-09 16:32:17,66682168,,"2025-03","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6249*01","0","0",2025-09-08,
41,2025-09-09 16:31:11,2025-09-09 16:37:24,19603546,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*02",,,,,,,"5","5",2025-09-08,
42,2025-09-09 16:37:29,2025-09-09 16:38:44,19603546,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*03",,,,,,,"10","2",2025-09-08,
43,2025-09-09 17:01:10,2025-09-09 17:03:31,68391751,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*03",,,,,,,"3","3",2025-09-09,
44,2025-09-09 17:05:58,2025-09-09 17:07:48,68391751,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*04",,,,,,,"2","0",2025-09-09,"Zip tie with code came off the tree"
45,2025-09-09 17:28:08,2025-09-09 17:33:18,63401740,,"2025-03","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20090398*07",,,,,,,,,"2","2",2025-09-09,
46,2025-09-09 17:33:23,2025-09-09 17:34:33,63401740,,"2025-03","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*02",,,,,,,,,,,,,"95","2",2025-09-09,
47,2025-09-09 18:29:37,2025-09-09 18:32:48,78777856,,"2025-02","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"20050339*04",,,"3","5",2025-09-09,
48,2025-09-09 18:32:52,2025-09-09 18:34:18,78777856,,"2025-02","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC7326*01",,,"35","5",2025-09-09,
49,2025-09-09 19:08:41,2025-09-09 19:15:37,61607023,,"2025-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*03",,,,,,,"0","1",2025-09-09,
50,2025-09-09 19:21:54,2025-09-09 19:25:13,16159053,,"2025-02","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"CC4168*01",,,,,,,,,,"0","0",2025-09-09,
51,2025-09-09 19:25:17,2025-09-09 19:26:13,16159053,,"2025-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20130271*01",,,,,,,,,"0","0",2025-09-09,
52,2025-09-09 20:07:12,2025-09-09 20:10:20,76701743,,"2025-02","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"91P205*01",,"2","0",2025-09-09,
53,2025-09-09 20:10:27,2025-09-09 20:14:36,76701743,,"2025-02","Quercus macrocarpa (bur oak)",,,,,,,,,,,,,,,"CC6861*01",,,"0","0",2025-09-09,
