"ID","Start_time","Completion_time","StudentID","SectionID","Tree_species","Accession_Acer_rubrum","Accession_Acer_saccharum","Accession_Cornus_florida","Accession_Fagus_grandifolia","Accession_Metasequoia_glyptostroboides","Accession_Ostrya_virginiana","Accession_Pinus_strobus","Accession_Platanus_occidentalis","Accession_Quercus_alba","Accession_Quercus_rubra","Accession_Ulmus_americana","Percent_color","Percent_fallen","Photo_date","Comments"
1,2023-10-13 16:36:56,2023-10-13 16:38:18,49846450,"2023-01","Ulmus americana",,,,,,,,,,,"CC4662*01","5","15",2023-10-13,
2,2023-10-13 16:38:30,2023-10-13 16:39:34,49846450,"2023-01","Fagus grandifolia/sylvatica",,,,"CC1245*01",,,,,,,,"5","15",2023-10-13,
3,2023-10-15 11:33:44,2023-10-15 11:34:17,11532165,"2023-01","Quercus alba",,,,,,,,,"CC6651*01",,,"2","4",2023-10-15,
4,2023-10-15 22:03:42,2023-10-15 22:05:51,91692000,"2023-01","Acer rubrum","CC6281*01",,,,,,,,,,,"15","25",2023-10-15,"na"
5,2023-10-15 22:05:54,2023-10-15 22:07:39,91692000,"2023-01","Acer rubrum","CC6281*02",,,,,,,,,,,"18","22",2023-10-15,
6,2023-10-15 22:20:58,2023-10-15 22:22:27,66498323,"2023-01","Cornus florida",,,"CC0364*01",,,,,,,,,"30","20",2023-10-15,
7,2023-10-15 22:22:34,2023-10-15 22:23:26,66498323,"2023-01","Metasequoia glyptostroboides",,,,,"20060244*14",,,,,,,"30","10",2023-10-11,
8,2023-10-16 02:19:06,2023-10-16 02:20:21,39481190,"2023-01","Quercus rubra",,,,,,,,,,"89P063*03",,"3","0",2023-10-16,
9,2023-10-16 08:14:51,2023-10-16 08:15:36,15198469,"2023-02","Acer saccharum",,"CC4333*01",,,,,,,,,,"0.6","0.4",2023-10-16,
10,2023-10-16 08:15:40,2023-10-16 08:16:37,15198469,"2023-02","Quercus alba",,,,,,,,,"CC1059*01",,,"0.5","0.2",2023-10-16,
11,2023-10-16 11:12:30,2023-10-16 11:14:18,19355031,"2023-01","Cornus florida",,,"CC1741*01",,,,,,,,,"30","0",2023-10-16,
